snapshot,wind_offshore,CCGT,nuclear,wind_onshore,EU_import,waste_to_energy,solar_pv,landfill_gas,OCGT,large_hydro,coal,advanced_biofuel,biogas,storage_discharge,small_hydro,sewage_gas,shoreline_wave,tidal_stream,load_shedding,oil
2023-01-01 00:00:00,11504.414231603952,0.0,5722.0,5411.496477433365,2974.0,1492.284065583519,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.47491300550242,0.0,9.289568702107497,0.9526916707657627,0.0,0.0
2023-01-01 01:00:00,12414.39336393378,0.0,5704.0,5492.458332722569,2752.0,656.6881651687174,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,66.77497483554968,0.0,9.286421937821826,0.3106894007739639,0.0,0.0
2023-01-01 02:00:00,12880.041392227417,0.0,5715.0,5535.185425399301,2754.0,0.0,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.5042076583728,0.0,9.302164538603266,0.4743600465269036,0.0,0.0
2023-01-01 03:00:00,13022.966392922197,0.0,5707.0,5182.017939259461,2752.0,0.0,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.51688304726966,0.0,9.320914281586052,2.0335757203125335,0.0,0.0
2023-01-01 04:00:00,13158.012087282912,0.0,5707.0,4775.8877070346925,2552.0,0.0,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.5338352731803,0.0,9.361967556392862,4.847641112324718,0.0,0.0
2023-01-01 05:00:00,12876.610088828675,0.0,5720.0,4374.330554787684,2790.0,2333.195208201187,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.55879156267063,0.0,9.387481572425818,5.491696105604868,0.0,0.0
2023-01-01 06:00:00,12638.392189521472,0.0,5723.0,4178.713898097818,2978.0,2493.6,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,66.73763963907403,0.0,9.38965219448949,2.852192321718683,0.0,0.0
2023-01-01 07:00:00,12501.428929135256,0.0,5721.0,4028.3878939343626,2996.0,2493.6,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.57714095122348,0.0,10.008191207406318,0.501284377010208,0.0,0.0
2023-01-01 08:00:00,12457.288847304924,0.0,5730.0,4011.880240374523,2990.0,2493.6,0.0,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.58838622048212,0.0,9.441227957512714,0.2790183707794233,0.0,0.0
2023-01-01 09:00:00,12459.187531477459,0.0,5719.0,4023.5176131894814,3226.0,2493.6,181.78087669586034,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.5940483122447,0.0,9.447981682798844,1.5223773187016996,0.0,0.0
2023-01-01 10:00:00,12454.539010593999,0.0,5724.0,4073.047678583292,5214.0,2493.6,1019.5356868144221,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.59393904571756,0.0,9.461771167545708,4.792432902297099,0.0,0.0
2023-01-01 11:00:00,12187.928002422905,0.0,5720.0,3902.1526856269206,5736.0,2493.6,2060.5462257072863,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.59723561302107,0.0,9.487883652840928,6.540270750309969,0.0,0.0
2023-01-01 12:00:00,12125.116729297417,0.0,5717.0,3752.67023973396,6058.0,2493.6,2513.208097064981,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,68.69319032624148,0.0,9.486331881643043,4.112129150512423,0.0,0.0
2023-01-01 13:00:00,11983.118017376457,0.0,5720.0,3512.2093843072416,6090.0,2493.6,2261.643964656723,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.61649322488742,0.0,9.484151239199608,0.9703615528525398,0.0,0.0
2023-01-01 14:00:00,11965.53196342,0.0,5727.0,3417.0910789431987,6092.0,2493.6,1527.2642480860911,0.0,0.0,347.5880520007949,0.0,0.0,0.0,0.0,67.631486310056,0.0,9.500605836453936,0.3630286015321472,0.0,0.0
2023-01-01 15:00:00,11657.818937807731,0.0,5721.0,3079.229781597487,6092.0,2493.6,759.0348009429582,750.5,0.0,347.5880520007949,0.0,357.1,338.4,31.90557463001625,67.64293895729317,50.2,9.475383983989538,1.004530079731063,0.0,0.0
2023-01-01 16:00:00,10261.461394899305,0.0,5725.0,2661.934282443021,6112.0,2493.6,135.9930296457416,750.5,0.0,347.5880520007949,500.0,357.1,338.4,3787.1780259026878,67.66131183966183,50.2,9.498100109727517,3.885803159070147,0.0,0.0
2023-01-01 17:00:00,9439.45975869452,823.9600644744943,5725.0,2367.281115945414,5966.0,2493.6,0.0,750.5,0.0,347.5880520007949,500.0,357.1,338.4,5216.309999999998,67.67661316460539,50.2,9.486404710327779,6.437991009845578,0.0,0.0
2023-01-01 18:00:00,8578.907779849917,1611.044556613798,5718.0,2234.7679484932446,6108.0,2493.6,0.0,750.5,40.0,347.5880520007949,500.0,357.1,338.4,4004.482733558475,67.68634298133342,50.2,9.458887410028106,4.763699092410314,0.0,0.0
2023-01-01 19:00:00,7687.102922190135,2118.34680521841,5718.0,1926.445644474084,6112.0,2493.6,0.0,750.5,285.0,347.5880520007949,500.0,357.1,338.4,2828.0,67.69480895073536,50.2,9.450791163606505,1.5709760022387829,0.0,0.0
2023-01-01 20:00:00,6605.534517773999,2048.56795136147,5715.0,1795.655795368786,6112.0,2493.6,0.0,750.5,50.0,347.5880520007949,500.0,357.1,338.4,2828.0,67.71677762935835,50.2,9.4419050355295,0.6950008300748657,0.0,0.0
2023-01-01 21:00:00,5853.047181960546,755.7319493217797,5715.0,1912.9867272087522,6092.0,2493.6,0.0,750.5,40.0,347.5880520007949,500.0,357.1,338.4,2828.0,67.12003169287331,50.2,9.45947058039622,0.7665872348662655,0.0,0.0
2023-01-01 22:00:00,5586.594136010084,0.0,5720.0,1834.979675336336,6116.0,2493.6,0.0,750.5,0.0,347.5880520007949,0.0,357.1,338.4,2424.703142707311,67.73361158009602,50.2,9.458189180792786,3.6431931845817247,0.0,0.0
2023-01-01 23:00:00,5274.830276777449,0.0,5718.0,1910.7943509642205,6242.0,2493.6,0.0,750.5,0.0,347.5880520007949,10.876830737266232,357.1,338.4,833.3450784211177,67.73260880811246,50.2,9.44703682310436,6.585765467938757,0.0,0.0
2023-01-02 00:00:00,5189.522136554848,0.0,5724.0,2030.9129727677582,6254.0,2493.6,0.0,750.5,0.0,347.6201798145051,421.0718428845332,357.1,338.4,0.0,68.50443878655628,50.2,9.455261381453276,5.613167810348047,0.0,0.0
2023-01-02 01:00:00,5334.690110386842,0.0,5723.0,2324.1745965355517,6256.0,2493.6,0.0,750.5,0.0,347.6201798145051,0.0,357.1,338.4,0.0,68.50992819806989,50.2,9.47862909330299,2.095714199269744,0.0,0.0
2023-01-02 02:00:00,5145.181777401211,0.0,5714.0,2557.51854060265,6254.0,2493.6,0.0,750.5,0.0,347.6201798145051,0.0,357.1,338.4,0.0,68.52213599242711,50.2,9.476107654858126,0.5900262838804669,0.0,0.0
2023-01-02 03:00:00,6391.502223467122,0.0,5713.0,2885.1660162784306,6362.0,2493.6,0.0,750.5,0.0,347.6201798145051,0.0,357.1,338.4,0.0,68.52511449452501,50.2,9.458908262112224,0.9546666780221398,0.0,0.0
2023-01-02 04:00:00,7029.513501270564,0.0,5708.0,2772.652062142269,5970.0,2493.6,0.0,750.5,0.0,347.6201798145051,0.0,357.1,338.4,0.0,68.52790951152396,50.2,9.47125999974118,3.683800143745067,0.0,0.0
2023-01-02 05:00:00,6979.417806731865,0.0,5712.0,2723.8711504012153,4180.0,2493.6,0.0,750.5,0.0,347.6201798145051,0.0,357.1,338.4,0.0,68.53526496496819,50.2,9.468459576937347,7.148779754201163,0.0,0.0
2023-01-02 06:00:00,6990.6771920882375,0.0,5718.0,2662.945472572364,3288.0,2493.6,0.0,750.5,0.0,347.6201798145051,500.0,357.1,338.4,18.138176157263324,68.55064551773584,50.2,9.471127985246994,6.797205864654101,0.0,0.0
2023-01-02 07:00:00,7217.503289617096,0.0,5717.0,2624.559727528828,3134.0,2493.6,0.0,750.5,0.0,347.6201798145051,500.0,357.1,338.4,1672.2044694400406,68.56337132580188,50.2,9.488343901874442,2.7606183718458794,0.0,0.0
2023-01-02 08:00:00,6862.9822438259025,0.0,5716.0,2515.7201237069626,2914.0,2493.6,0.0,750.5,0.0,347.6201798145051,500.0,357.1,338.4,4034.9876552438063,68.56185563210674,50.2,9.490352727828087,0.3375890488874075,0.0,0.0
2023-01-02 09:00:00,6414.651481437857,4210.6050912130095,5723.0,2469.0814073776887,4020.0,2493.6,110.9654022492567,750.5,384.0,347.6201798145051,500.0,357.1,338.4,1579.0730528632043,68.56943205333009,50.2,9.503560441463161,0.63039254968468,0.0,0.0
2023-01-02 10:00:00,5823.037321835186,6300.417821207136,5719.0,2234.019672897187,5484.0,2493.6,1146.7885189039782,750.5,434.0,347.6201798145051,500.0,357.1,338.4,0.0,68.57466351374349,50.2,9.49126473653335,3.2505570917215074,0.0,0.0
2023-01-02 11:00:00,5146.891870696639,7577.317966642265,5718.0,2110.4020421191854,4952.0,2493.6,2071.1524770578458,750.5,434.0,347.6201798145051,500.0,357.1,338.4,0.0,68.57376697475287,50.2,10.1222544194505,7.619442275353754,0.0,0.0
2023-01-02 12:00:00,4587.468626958702,6749.00527570355,5707.0,2347.922361596248,5654.0,2493.6,3071.3558959254738,750.5,394.0,347.6201798145051,500.0,357.1,338.4,0.0,68.58026450583665,50.2,9.491485339426257,7.2559101562134645,0.0,0.0
2023-01-02 13:00:00,4644.1069297116255,6140.0,5713.0,2379.3398047181745,4984.0,2493.6,3187.7273286021386,750.5,1000.194449474006,347.6201798145051,500.0,357.1,338.4,0.0,68.59115436729708,50.2,9.52087855981903,4.099274752428224,0.0,0.0
2023-01-02 14:00:00,4821.1309500447005,6110.880032162781,5706.0,2529.3835263654514,5562.0,2493.6,2862.67021098543,750.5,384.0,347.6201798145051,500.0,357.1,338.4,0.0,68.60093966034808,50.2,9.528494500340493,0.885666466455695,0.0,0.0
2023-01-02 15:00:00,4678.213241832853,8615.334065839383,5715.0,2535.8466556284297,4774.0,2493.6,1973.9392759404088,750.5,434.0,347.6201798145051,500.0,357.1,338.4,0.0,68.60004619216818,50.2,10.13799324844633,0.5085415034820931,0.0,0.0
2023-01-02 16:00:00,4271.0698894895895,12091.590045777259,5722.0,2561.190877448765,6050.0,2493.6,940.9006489180118,750.5,488.0,347.6201798145051,500.0,357.1,338.4,0.0,68.6182202414573,50.2,10.17098698787463,2.5391513225201834,0.0,0.0
2023-01-02 17:00:00,3758.757515830906,14527.756155103509,5721.0,2698.544651046368,6706.0,2493.6,0.0,750.5,1054.0,347.6201798145051,500.0,357.1,338.4,0.0,68.6260471939475,50.2,9.588673698630181,7.306777312149733,0.0,0.0
2023-01-02 18:00:00,3352.3697870148458,13612.388392742929,5722.0,2844.6182450733077,6814.0,2493.6,0.0,750.5,1128.0,347.6201798145051,500.0,357.1,338.4,0.0,68.63720525554433,50.2,9.56190236413185,7.504287734740525,0.0,0.0
2023-01-02 19:00:00,3221.701235488804,11995.60112066212,5717.0,2982.0666754899385,6598.0,2493.6,0.0,750.5,964.0,347.6201798145051,500.0,357.1,338.4,0.0,68.63374698989904,50.2,9.55617483627929,5.520866718454598,0.0,0.0
2023-01-02 20:00:00,3357.316517788496,10021.659420374199,5707.0,3280.81975955371,6474.0,2493.6,0.0,750.5,434.0,347.6201798145051,500.0,357.1,338.4,0.0,68.6370972915522,50.2,9.570017122782621,1.5770080547314662,0.0,0.0
2023-01-02 21:00:00,3453.948322908194,7029.351860952464,5706.0,3569.601447508304,6630.0,2493.6,0.0,750.5,434.0,347.6201798145051,500.0,357.1,338.4,0.0,68.64592793159976,50.2,9.574851988842317,0.9574088960646472,0.0,0.0
2023-01-02 22:00:00,4004.0874041966813,3377.3288824957244,5708.0,4060.314459221955,6484.0,2493.6,0.0,750.5,344.0,347.6201798145051,500.0,357.1,338.4,0.0,68.64793734977182,50.2,9.579487151530477,2.12164976983252,0.0,0.0
2023-01-02 23:00:00,4082.7693335362314,1197.3105811724763,5711.0,4537.427034768513,5610.0,2493.6,0.0,750.5,0.0,347.6201798145051,500.0,357.1,338.4,0.0,69.51273534501517,50.2,9.592519835248153,6.467615528002136,0.0,0.0
2023-01-03 00:00:00,4496.800077546405,0.0,5713.0,5093.381743833395,5586.0,2493.6,0.0,750.5,0.0,347.66371661979554,398.8224199922429,357.1,338.4,0.0,69.4251739750056,50.2,9.574167964460958,7.5327000687036865,0.0,0.0
2023-01-03 01:00:00,5053.611261576786,0.0,5723.0,5963.361178306816,4958.0,2493.6,0.0,750.5,0.0,347.66371661979554,0.0,357.1,338.4,0.0,69.43684664587516,50.2,9.572936484785524,6.302794553139292,0.0,0.0
2023-01-03 02:00:00,5564.359352786203,0.0,5717.0,6901.0421588669415,3818.0,2493.6,0.0,750.5,0.0,347.66371661979554,0.0,357.1,338.4,0.0,69.43467129053228,50.2,9.559012864414052,1.9386331155980596,0.0,0.0
2023-01-03 03:00:00,6765.835170982494,0.0,5725.0,7584.553593061173,2422.0,2493.6,0.0,750.5,0.0,347.66371661979554,0.0,357.1,338.4,0.0,69.43079707646558,50.2,9.573870437548237,0.8726548180251356,0.0,0.0
2023-01-03 04:00:00,8118.740920326178,0.0,5720.0,8475.649178064883,1056.0,2493.6,0.0,750.5,0.0,347.66371661979554,0.0,357.1,338.4,0.0,69.42989348735831,50.2,9.588031618712801,1.8438228066899982,0.0,0.0
2023-01-03 05:00:00,9972.688416314808,0.0,5718.0,9381.016625512471,1120.0,2493.6,0.0,750.5,0.0,347.66371661979554,0.0,357.1,338.4,0.0,69.43810136607696,50.2,9.58511817259659,5.812365130493447,0.0,0.0
2023-01-03 06:00:00,11503.73177103774,0.0,5717.0,10183.98239019958,1110.0,2493.6,0.0,750.5,0.0,347.66371661979554,0.0,357.1,338.4,0.0,69.61367956759014,50.2,9.56424609278242,7.27263988988332,0.0,0.0
