snapshot,system_emissions_t,system_generation_mwh,system_gCO2_per_kWh
2023-01-01 00:00:00,575.5999999999999,29923.36956521739,19.235801594653008
2023-01-01 01:00:00,575.0086956521739,29582.065217391297,19.437746872186807
2023-01-01 02:00:00,575.4434782608695,29272.169746472995,19.65838143345027
2023-01-01 03:00:00,571.0782608695652,29210.526217696402,19.550427014340908
2023-01-01 04:00:00,533.4434782608695,28596.41310326873,18.654209405021284
2023-01-01 05:00:00,587.9304347826087,28505.23120509949,20.625352257357935
2023-01-01 06:00:00,624.4173913043478,28610.81330389735,21.824524338820176
2023-01-01 07:00:00,629.7565217391304,28838.372717413444,21.837449980624783
2023-01-01 08:00:00,621.9130434782609,29015.901270999984,21.433524937577364
2023-01-01 09:00:00,653.9826086956522,29538.38156227939,22.140096176792234
2023-01-01 10:00:00,988.191304347826,31688.187449401226,31.184847853028547
2023-01-01 11:00:00,1004.5739130434782,31890.217391304344,31.50100548757626
2023-01-01 12:00:00,1004.0869565217391,33514.67391304347,29.95962183988195
2023-01-01 13:00:00,1003.5304347826086,33655.4347826087,29.817782514614205
2023-01-01 14:00:00,1005.1130434782609,33624.999999999985,29.89183772426056
2023-01-01 15:00:00,1007.9826086956522,34517.934782608696,29.201706737203406
2023-01-01 16:00:00,1010.1217391304348,36523.91304347826,27.656449020891618
2023-01-01 17:00:00,981.7565217391304,37455.43478260869,26.211323601961755
2023-01-01 18:00:00,1007.5130434782609,36102.71739130435,27.906847912809162
2023-01-01 19:00:00,1008.2434782608696,34338.04347826086,29.362286727232448
2023-01-01 20:00:00,1005.2521739130435,32684.78260869565,30.755969404722318
2023-01-01 21:00:00,999.4434782608696,30555.97826086956,32.70860679792968
2023-01-01 22:00:00,1004.0,29531.44721945714,33.997656550285924
2023-01-01 23:00:00,1001.5478260869565,29361.695652173912,34.11069435333524
2023-01-02 00:00:00,999.2,28958.978260869564,34.50397976748219
2023-01-02 01:00:00,999.6,28714.413043478256,34.81178593086491
2023-01-02 02:00:00,999.2,28563.86956521739,34.981254823286946
2023-01-02 03:00:00,999.2,27953.543478260868,35.745021048121
2023-01-02 04:00:00,984.4,28667.623355866785,34.33838891282015
2023-01-02 05:00:00,694.0,29363.592608695646,23.634710140832052
2023-01-02 06:00:00,564.4000000000001,29637.254852440125,19.043599105587585
2023-01-02 07:00:00,620.6608695652174,29818.33355569395,20.814740314241984
2023-01-02 08:00:00,505.18260869565216,29334.836966579875,17.221251622130662
2023-01-02 09:00:00,637.1304347826087,32421.1956521739,19.651663733132185
2023-01-02 10:00:00,853.9304347826087,34847.82608695653,24.504553961322518
2023-01-02 11:00:00,721.8608695652173,35797.282608695656,20.165242078734416
2023-01-02 12:00:00,859.9826086956522,36340.76086956522,23.664408452599936
2023-01-02 13:00:00,722.2086956521739,35834.782608695656,20.15384615384615
2023-01-02 14:00:00,838.0,35752.717391304344,23.43877783689291
2023-01-02 15:00:00,745.8608695652174,36785.055992208356,20.27619231361785
2023-01-02 16:00:00,1275.4872104057915,40264.67391304347,31.677574569717454
2023-01-02 17:00:00,2090.2468158482798,42814.13043478261,48.82142401636034
2023-01-02 18:00:00,2085.44,41735.32608695653,49.96822106181553
2023-01-02 19:00:00,1799.3495071216535,39564.67391304347,45.478689172980985
2023-01-02 20:00:00,1075.3501901104728,37165.21739130434,28.93431723507356
2023-01-02 21:00:00,1074.4,35105.997842861776,30.604456959438387
2023-01-02 22:00:00,1045.2,34236.15217391304,30.529131740348213
2023-01-02 23:00:00,870.4000000000001,31440.541554766554,27.68400151390022
2023-01-03 00:00:00,865.5999999999999,33091.1157834636,26.15807836955925
2023-01-03 01:00:00,806.4,32527.368177383112,24.79143088375361
2023-01-03 02:00:00,666.8000000000001,31522.32896151475,21.15325935510947
2023-01-03 03:00:00,477.6,29726.208377650946,16.066630292448398
2023-01-03 04:00:00,212.5913043478261,26873.587520033798,7.910789885769548
2023-01-03 05:00:00,1303.449660973334,28352.77174918856,45.97256566320144
2023-01-03 06:00:00,1749.7579130434783,30889.130434782597,56.64639594623128
2023-01-03 07:00:00,3848.0999664230358,35814.67391304347,107.44478578155035
2023-01-03 08:00:00,6254.126902672864,38486.95652173912,162.49990822579747
2023-01-03 09:00:00,7998.790409828431,40937.499999999985,195.39030008741213
2023-01-03 10:00:00,8942.68427434446,42196.19565217391,211.93105530317493
2023-01-03 11:00:00,9233.15598221756,43103.260869565216,214.21015013592626
2023-01-03 12:00:00,9455.657010677136,44019.5652173913,214.8057792933717
2023-01-03 13:00:00,10286.201465868513,43849.45652173912,234.57990775253856
2023-01-03 14:00:00,9977.863069090941,42810.86956521738,233.06845131680467
2023-01-03 15:00:00,9572.735080341421,42931.52173913042,222.97684061863208
2023-01-03 16:00:00,9917.904543312106,44624.999999999985,222.2499617548932
2023-01-03 17:00:00,9818.080516017877,45364.1304347826,216.4282754219827
2023-01-03 18:00:00,9164.530301232215,43726.08695652174,209.58953656989254
2023-01-03 19:00:00,8190.947247074489,41346.73913043477,198.1038267911494
2023-01-03 20:00:00,7404.443643003547,38391.84782608695,192.86499770850537
2023-01-03 21:00:00,6629.706453629397,35098.36956521739,188.88929986649464
2023-01-03 22:00:00,6198.736393019471,32595.10869565217,190.17382181168531
2023-01-03 23:00:00,5878.067529679384,31524.999999999993,186.45733638951262
2023-01-04 00:00:00,6070.966481147889,31314.67391304347,193.8697014059966
2023-01-04 01:00:00,6349.6774834717635,31096.195652173905,204.1946723803773
2023-01-04 02:00:00,6118.120026865233,30963.043478260865,197.5942717375558
2023-01-04 03:00:00,6085.889303803875,30466.847826086963,199.7544786564
2023-01-04 04:00:00,6485.910024156571,30682.065217391297,211.39092098924974
2023-01-04 05:00:00,7189.818715853091,31935.869565217385,225.13301856930823
2023-01-04 06:00:00,7474.510109020193,32704.891304347824,228.54410490049614
2023-01-04 07:00:00,8476.19542395473,35262.5,240.37420557120822
2023-01-04 08:00:00,9067.336246015157,38241.30434782608,237.10844597617944
2023-01-04 09:00:00,9381.113998499428,39828.26086956521,235.53913210576593
2023-01-04 10:00:00,9104.262141718322,40392.93478260869,225.39244030463942
2023-01-04 11:00:00,8818.78663806098,40795.65217391303,216.16976731898387
2023-01-04 12:00:00,8514.200045841922,41151.63043478259,206.8982432988965
2023-01-04 13:00:00,8208.282186999284,40817.39130434781,201.0976675553724
2023-01-04 14:00:00,7913.53508118021,40389.67391304348,195.9296600962308
2023-01-04 15:00:00,8171.352372404957,40908.15217391304,199.7487527098766
2023-01-04 16:00:00,9498.032161337811,43374.99999999999,218.9748048723415
2023-01-04 17:00:00,9668.039753763065,44525.0,217.13733304352758
2023-01-04 18:00:00,8987.900351728675,43305.97826086955,207.54410159231915
2023-01-04 19:00:00,8230.277271291427,41242.39130434782,199.55868248657495
2023-01-04 20:00:00,7241.529944901241,38583.69565217391,187.68367888298002
2023-01-04 21:00:00,5713.281255082548,35326.6304347826,161.7273197235718
2023-01-04 22:00:00,4531.4820110368455,32395.65217391304,139.87932660562
2023-01-04 23:00:00,3833.1777683820083,30197.28260869565,126.93783801851765
2023-01-05 00:00:00,3462.3208566365297,29676.630434782608,116.66826071259436
2023-01-05 01:00:00,3032.30025201748,29201.630434782594,103.84010094195467
2023-01-05 02:00:00,2543.0434926693565,28233.695652173905,90.07122283949215
2023-01-05 03:00:00,2129.8193444121684,27514.673913043473,77.40667220491815
2023-01-05 04:00:00,2178.5427836310705,27013.043478260868,80.64780946968393
2023-01-05 05:00:00,2439.6256899891337,27122.282608695637,89.94912873619896
2023-01-05 06:00:00,3574.9424027140126,30764.130434782608,116.20489031187124
2023-01-05 07:00:00,5325.703818772111,35744.5652173913,148.9933864458064
2023-01-05 08:00:00,6190.327581128577,38508.15217391303,160.7536906255957
2023-01-05 09:00:00,6824.4697366857135,40354.89130434781,169.11133981794296
2023-01-05 10:00:00,7706.427983564746,41123.913043478264,187.39529906643668
2023-01-05 11:00:00,7452.510534992064,41839.67391304347,178.12066486179646
2023-01-05 12:00:00,7413.441324153666,41890.760869565216,176.9707966689078
2023-01-05 13:00:00,8006.276415692348,42357.60869565217,189.01625144183737
2023-01-05 14:00:00,8305.676954041217,41826.08695652173,198.57647603217052
2023-01-05 15:00:00,8751.921097785864,41976.6304347826,208.49508422033472
2023-01-05 16:00:00,10182.990041126306,44962.5,226.47739874620643
2023-01-05 17:00:00,10500.49004641003,45947.82608695653,228.53072583973378
2023-01-05 18:00:00,9776.797882332876,44573.369565217385,219.34168266161672
