snapshot,wind_offshore,CCGT,nuclear,EU_import,wind_onshore,waste_to_energy,solar_pv,landfill_gas,OCGT,coal,advanced_biofuel,biogas,large_hydro,storage_discharge,small_hydro,sewage_gas,shoreline_wave,tidal_stream,oil,load_shedding
2023-01-01 00:00:00,11504.384724628057,0.026405129357456685,5721.995422797561,2974.0,5411.198917659452,2493.2985004172,5.7011640890875113e-08,1.5679260320424027,0.008940297332448905,0.0007987242585214121,0.03695532865440463,0.12251182817861275,347.58069070042905,0.0,67.4457419867825,0.027338893103218485,9.288577416603092,0.9515906116665356,0.006315772176916595,0.00017940199952743894
2023-01-01 01:00:00,12414.36186969145,0.026157687894479673,5703.995318375742,2752.0,5492.157474347089,2464.097929482557,5.992237641053642e-08,63.585281026049756,0.009079053105411227,0.000718775085307708,0.035824622463716246,0.1176322779113415,347.5808565327852,0.0,66.74654171930113,0.02628655749089304,9.285434868231786,0.310393458036826,0.006341046163274511,0.0001810256864062138
2023-01-01 02:00:00,12880.007159512194,0.025086073505067464,5714.995000307145,2754.0,5534.878594628584,2262.9188817950417,6.137251555617637e-08,66.98313907921995,0.008806602492152562,0.0006445007549776687,0.034072367372083204,0.11124156718646051,347.58073980775765,0.020788191423994393,67.47539114395862,0.024164607161274023,9.301157882875193,0.4740372244033705,0.006219758741610666,0.00018249308297075246
2023-01-01 03:00:00,13022.904552891594,0.023690082620821454,5706.992884801131,2752.0,5181.667051040958,1718.7744962683703,6.064751829582867e-08,75.78059109887408,0.008284768446909235,0.0004971136194830814,0.03359640193823007,0.10551757221897284,347.5805411080682,0.006228909927958266,67.48728921423724,0.022052526253540403,9.319872447278305,2.032307383809266,0.005992799440014891,0.0001832980646474746
2023-01-01 04:00:00,13157.951848451876,0.023737723050307136,5706.993039536252,2552.0,4775.540629936575,1737.0048307754187,5.840679666881335e-08,68.72552880194904,0.008328675202274354,0.0004996533024980514,0.033618887027124934,0.10503099881586211,347.5805426337098,0.7113561452374668,67.50420359711214,0.02193589263850953,9.360926305505746,4.845908830454769,0.006009743854249919,0.0001842709961618814
2023-01-01 05:00:00,12876.54816209116,0.023735426503663205,5719.993019110273,2790.0,4373.988388289297,2161.8227116881217,5.792125897354682e-08,93.17016762465109,0.008308807953234973,0.0004985375314702551,0.03357883190269005,0.10531105206807029,347.5805314801196,0.11112345792271866,67.52918485826693,0.022081935272268226,9.386441074723066,5.490176999590725,0.006000118564280534,0.0001842545534500472
2023-01-01 06:00:00,12638.328990383621,0.02370277795654531,5722.992961067359,2978.0,4178.375664000324,2050.8121741417754,5.8059598690275236e-08,113.89466744824354,0.008272654469547154,0.0004975575653649391,0.03341670123416808,0.10516616795187139,347.580521560784,0.0,66.70810017299601,0.022042542924371848,9.388611965078727,2.850859304665662,0.0059856862471261785,0.00018397588523502814
2023-01-01 07:00:00,12501.368635293951,0.024280146266205945,5720.993335284349,2996.0,4028.0619699975514,2208.1138618154837,5.788078944150615e-08,135.74162085051356,0.008451931449425668,0.0005041210006638685,0.036086633503243946,0.11304536419865853,347.5807202310459,4.4532899765717895,67.5483622021501,0.026177722027472598,10.007112458698616,0.5004986132277649,0.006074755520626813,0.00018401221564418426
2023-01-01 08:00:00,12457.169741166234,0.02417651418751675,5729.9904395820395,2990.0,3988.685474574038,1720.6415597657845,5.976539155926364e-08,173.8537790369958,0.008357358749958221,0.00046853052827873644,0.039599500408021106,0.12372387063907929,347.58073683841593,0.0005859362912045132,67.55970694916175,0.03027848544541014,9.440214683645989,0.27872147087926696,0.006033328749488707,0.0001843782741457097
2023-01-01 09:00:00,12320.403630104525,0.024110675490044624,5718.984291488544,3226.0,3870.360368097944,1717.6916898125298,118.95488826864266,174.79223644688872,0.008210569406792673,0.0004545425224527191,0.04301274013311332,0.13488543308241197,347.5807281517863,0.0010931814306272235,67.56536337151731,0.03247506255706341,9.446965249865297,1.5214014132957716,0.00599825759110715,0.00018856866912816522
