snapshot,CCGT,nuclear,wind_offshore,EU_import,wind_onshore,waste_to_energy,solar_pv,OCGT,landfill_gas,coal,large_hydro,advanced_biofuel,biogas,storage_discharge,small_hydro,sewage_gas,shoreline_wave,oil,load_shedding,tidal_stream
2023-01-01 00:00:00,1214.0904400814118,0.0,0.0,215.9420000000095,0.0,741.1254601981626,0.0,298.4471760869108,86.13680807320829,466.448881398533,0.0,42.51225185361311,38.05743536152661,0.0,0.0,5.903965859388526,0.0,1.5170221173263159,0.0,0.0
2023-01-01 01:00:00,1021.3165116265839,0.0,0.0,208.5940000000095,0.0,741.1283714874752,0.0,250.76860569599347,85.89002265232578,466.40222256864513,0.0,42.51269678242208,38.059755126912876,0.0,0.0,5.904050330871481,0.0,1.5281176183557323,0.0,0.0
2023-01-01 02:00:00,629.9308412850253,0.0,0.0,208.20600000000948,0.0,741.1312699757509,0.0,191.21923217316015,85.88844220828955,466.29022121774943,0.0,42.512695164927194,38.05797939483053,0.0,0.0,5.90405686697502,0.0,1.5353901902193317,0.0,0.0
2023-01-01 03:00:00,377.1677596766067,0.0,0.0,208.10000000000952,0.0,741.1374371098715,0.0,133.5679919366645,85.87492584055593,466.28129213945743,0.0,42.50887630175938,38.054859944514384,0.0,0.0,5.9040094336924644,0.0,1.54523538386805,0.0,0.0
2023-01-01 04:00:00,211.0873238295126,0.0,0.0,197.5000000000095,0.0,741.146674536359,0.0,81.44379588039783,85.8804228338701,464.2044217591453,0.0,42.51216276222389,38.04654702365878,0.0,0.0,5.903702271515822,0.0,1.5617743963303574,0.0,0.0
2023-01-01 05:00:00,294.29126609552856,0.0,0.0,147.8700000000095,0.0,741.1492303387399,0.0,106.62413178540106,85.88442948662662,465.960188763195,0.0,42.512925518340154,38.05058196828066,0.0,0.0,5.903928374216105,0.0,1.5666108382674648,0.0,0.0
2023-01-01 06:00:00,446.0870134542045,0.0,0.0,157.8340000000095,0.0,741.1476157674566,0.0,145.46424317098416,86.09110327722716,466.48259085847025,0.0,42.513405917245436,38.05441959872718,0.0,0.0,5.904102428121341,0.0,1.5649804774533116,0.0,0.0
2023-01-01 07:00:00,650.681815525778,0.0,0.0,158.7880000000095,0.0,741.1425206538574,0.0,188.43671434499475,85.97691029045463,466.1829031385208,0.0,42.50903320661742,38.055754088693064,0.0,0.0,5.904116563938459,0.0,1.5539608333571104,0.0,0.0
2023-01-01 08:00:00,780.7297612293506,0.0,0.0,158.47000000000952,0.0,741.1389759290455,0.0,211.41997028548758,85.89498960045744,466.23630574848227,0.0,42.5128995059196,38.056533143195956,0.0,0.0,5.904047882616782,0.0,1.5505946504936607,0.0,0.0
2023-01-01 09:00:00,729.3942901808663,0.0,0.0,255.2800000000095,0.0,741.1494544450346,0.0,199.68052584641657,85.78375973384244,466.2181855520399,0.0,42.51420732718973,38.062182528422895,0.0,0.0,5.903906364537129,0.0,1.5746265717922794,0.0,0.0
2023-01-01 10:00:00,259.32025179859016,0.0,0.0,915.0380000000094,0.0,741.1633458194002,0.0,94.30155745422705,85.95536762471198,464.7516827253171,0.0,42.514862385547275,38.053672235672934,0.0,0.0,5.9036339720751325,0.0,1.6001107992137935,0.0,0.0
2023-01-01 11:00:00,526.4402868069343,0.0,0.0,958.6520000000095,0.0,741.1556937646557,0.0,163.27024906256528,86.0184830168572,466.27141466276896,0.0,42.51114338564015,38.06125283914809,0.0,0.0,5.9039522987125945,0.0,1.5864767187034539,0.0,0.0
2023-01-01 12:00:00,858.2909992100712,0.0,0.0,969.9220000000095,0.0,741.1434866551496,0.0,226.3815263754836,85.78686194391813,466.28430573554874,0.0,42.51432347820745,38.06289602308155,0.0,0.0,5.90391181176391,0.0,1.5633535902725768,0.0,0.0
2023-01-01 13:00:00,1118.2392580129795,0.0,0.0,971.0420000000095,0.0,741.1381155023015,0.0,260.88773739175235,85.78337853291757,466.3230644233714,0.0,42.51391869979192,38.06314042976708,0.0,0.0,5.903901989127638,0.0,1.557017307731984,0.0,0.0
2023-01-01 14:00:00,1373.6136210501165,0.0,0.0,971.1480000000095,0.0,741.1358725074917,0.0,285.59087525796895,85.78282170554725,466.3702863847933,0.0,42.513954144310716,38.063430276469674,0.0,0.0,5.9038548080584405,0.0,1.552865314356048,0.0,0.0
2023-01-01 15:00:00,2093.605354336255,0.0,0.0,971.1480000000095,0.0,741.1299551079791,0.0,339.11699167630485,85.79825122930517,466.3416338631885,0.0,42.5099095057854,38.06392356599958,0.0,0.0,5.903868315512798,0.0,1.5401228129837137,0.0,0.0
2023-01-01 16:00:00,3433.6252037417376,0.0,0.0,977.1480000000095,0.0,742.930391974563,0.0,395.5132874926347,86.15526650068195,466.4129840269338,0.0,42.513701809322775,38.065217675723765,0.0,0.0,5.904036063484315,0.0,1.5354059299031593,0.0,0.0
2023-01-01 17:00:00,4187.73013690426,0.0,0.0,910.7280000000095,0.0,746.5812827138446,0.0,417.16139610874893,87.02544184263724,466.3798443170324,0.0,42.51299615514834,38.061242370906186,0.0,0.0,5.9041724184726165,0.0,1.5310204177520659,0.0,0.0
2023-01-01 18:00:00,3845.869020043811,0.0,0.0,975.6000000000095,0.0,746.5824084205061,0.0,407.353162574055,87.0251674436641,466.402975497727,0.0,42.513111160811405,38.06094275590252,0.0,0.0,5.904111079631426,0.0,1.5324889961750123,0.0,0.0
2023-01-01 19:00:00,3385.1078637856767,0.0,0.0,977.1480000000095,0.0,746.5855543555455,0.0,392.3940323273928,87.01445559488394,466.4092168667705,0.0,42.50968032802325,38.0605714551304,0.0,0.0,5.904036987881763,0.0,1.536897255833494,0.0,0.0
2023-01-01 20:00:00,3040.742647259574,0.0,0.0,976.3060000000095,0.0,746.5860113156191,0.0,382.11188455856734,87.02456894663423,466.39155582517,0.0,42.51346098482401,38.06074620691492,0.0,0.0,5.903937873715921,0.0,1.5392542822296562,0.0,0.0
2023-01-01 21:00:00,2370.721198934445,0.0,0.0,971.1480000000095,0.0,746.5852505933215,0.0,354.5144521353823,87.02339327143167,466.3433706148703,0.0,42.51308066083203,38.06081343045696,0.0,0.0,5.903786086218459,0.0,1.537777569930318,0.0,0.0
2023-01-01 22:00:00,1600.3156489548073,0.0,0.0,988.14,0.0,746.6048771632239,0.0,304.23499718489336,87.02421548645707,466.4006379374895,0.0,42.514373577856176,38.06167469927663,0.0,0.0,5.903865010488001,0.0,1.577011627834936,0.0,0.0
2023-01-01 23:00:00,929.2510810852242,0.0,0.0,976.4340000000095,0.0,746.6266470148547,0.0,228.4555386924697,87.0147405008847,466.2807449454076,0.0,42.51306329080378,38.062673021801245,0.0,0.0,5.903932858308346,0.0,1.6192693455013045,0.0,0.0
2023-01-02 00:00:00,750.9807077172528,0.0,0.0,976.8180000000095,0.0,746.6300367614691,0.0,201.89818408734587,87.02586611989477,466.2673685853984,0.0,42.51743297720929,38.06277560386782,0.0,0.0,5.903993343964483,0.0,1.6266598195875939,0.0,0.0
2023-01-02 01:00:00,478.6746195480089,0.0,0.0,982.324,0.0,746.6395500919347,0.0,150.03759421282743,87.02426592836696,466.56926774101737,0.0,42.517773565591625,38.05992959761702,0.0,0.0,5.903920225360355,0.0,1.6435157894436188,0.0,0.0
2023-01-02 02:00:00,198.59565436470666,0.0,0.0,976.8180000000095,0.0,746.5698405677592,0.0,328.09958026376563,86.8612645425853,463.6010309073146,0.0,42.46854366705133,37.85457498923737,0.0,0.0,5.899847530450419,0.0,1.3887132160523543,0.0,0.0
2023-01-02 03:00:00,79.84400285558203,0.0,0.0,980.5980000000095,0.0,746.5041285742602,0.0,41.393414845039416,86.57672180449823,319.75154294107887,0.0,42.31107656677698,37.27700967107687,0.0,0.0,5.893128894909608,0.0,1.317749701228061,0.0,0.0
2023-01-02 04:00:00,14.099979180574195,0.0,0.0,956.1600000000095,0.0,742.6813768562026,0.0,6.221638025068433,85.81313248184851,1.3907453629215465,0.0,42.431747659495116,37.58318836902381,0.0,0.0,5.888001890534689,0.0,1.3600714989025888,0.0,0.0
2023-01-02 05:00:00,206.35648503964202,0.0,0.0,649.6760000000095,0.0,741.1699946407507,0.0,81.08501047527358,86.11959423820505,462.0236524349274,0.0,42.51275745472769,38.036292886049196,0.0,0.0,5.903313204235615,0.0,1.5935056642469871,0.0,0.0
2023-01-02 06:00:00,963.4139829820817,0.0,0.0,530.9760000000094,0.0,741.1530877038749,0.0,238.6282946186315,86.1372266558679,466.35978133471286,0.0,42.51491352238524,38.0602296354001,0.0,0.0,5.90394956727352,0.0,1.583990443133424,0.0,0.0
2023-01-02 07:00:00,1740.2830504661913,0.0,0.0,739.6560000000095,0.0,741.1276885907648,0.0,316.6545678945469,86.12537270943047,466.4024216850233,0.0,42.50880927800889,38.06110360825235,0.0,0.0,5.90382617043851,0.0,1.5347090107746637,0.0,0.0
2023-01-02 08:00:00,2579.2502925853564,0.0,0.0,540.1300000000095,0.0,746.5109176549346,0.0,362.6090721915638,86.29830800723583,466.41747567133353,0.0,42.51268504351623,38.06226082853319,0.0,0.0,5.903906345389032,0.0,1.5341407546475299,0.0,0.0
2023-01-02 09:00:00,3341.779196323826,0.0,0.0,769.0200000000094,0.0,746.5843053304893,0.0,391.05659854969963,87.02480858051265,466.38262177944074,0.0,42.513322567521925,38.06405251940021,0.0,0.0,5.903896127697013,0.0,1.5370057506957717,0.0,0.0
2023-01-02 10:00:00,3481.679595472839,0.0,0.0,935.0300000000095,0.0,746.5857733751646,0.0,397.90281787004415,86.92217626051988,466.3739658733558,0.0,42.513730114163444,38.06474872387756,0.0,0.0,5.904056968400414,0.0,1.5399028815335734,0.0,0.0
2023-01-02 11:00:00,3775.697698383878,0.0,0.0,727.9640000000095,0.0,746.5854564875032,0.0,405.8801177069238,86.91055552762741,466.3607690393266,0.0,42.50980092292466,38.06455623592753,0.0,0.0,5.9040921502618495,0.0,1.538924268869851,0.0,0.0
2023-01-02 12:00:00,3278.3021562910358,0.0,0.0,940.6400000000095,0.0,746.586166671085,0.0,397.7102916309972,86.920835793922,466.3718735493162,0.0,42.51345078624259,38.063959504558795,0.0,0.0,5.904133944295907,0.0,1.5436150838362535,0.0,0.0
2023-01-02 13:00:00,3296.170430560601,0.0,0.0,800.9880000000095,0.0,746.5859152450992,0.0,396.6559725882879,86.92075906280155,466.37115675742183,0.0,42.51356976606091,38.063673290859896,0.0,0.0,5.904110152609044,0.0,1.5421778171622762,0.0,0.0
2023-01-02 14:00:00,3068.867805747264,0.0,0.0,805.5560000000095,0.0,746.5873825278376,0.0,391.9618803254224,86.92051583583577,466.376207768044,0.0,42.51381075374417,38.06390790799974,0.0,0.0,5.9041354730774955,0.0,1.5450364124517577,0.0,0.0
2023-01-02 15:00:00,3950.286730652104,0.0,0.0,843.8640000000095,0.0,746.5852683334906,0.0,417.21964816077394,86.91055560373702,466.34219424937703,0.0,42.51015851971749,38.06465354236872,0.0,0.0,5.904235714527169,0.0,1.538253414693236,0.0,0.0
2023-01-02 16:00:00,5134.420921029952,0.0,0.0,879.394,0.0,746.5852198094732,0.0,459.36501812782785,87.02701846622463,466.1943909796745,0.0,42.514332599596166,38.06635384388611,0.0,0.0,5.904376657100493,0.0,1.5380902197938393,0.0,0.0
2023-01-02 17:00:00,6067.093390373971,0.0,0.0,1239.118,0.0,746.5853025777516,0.0,501.0756615154164,87.02948140191312,466.07950680155903,0.0,42.514619695014396,38.068233279855136,0.0,0.0,5.904453920876315,0.0,1.5357187684355484,0.0,0.0
