snapshot,system_emissions_t,system_generation_mwh,system_gCO2_per_kWh
2023-01-01 00:00:00,663.6272196750556,27529.500000000033,24.106039691060673
2023-01-01 01:00:00,405.6004495506152,27443.50000000002,14.77947235413176
2023-01-01 02:00:00,208.206,27309.095601871006,7.624053283761449
2023-01-01 03:00:00,208.1,27090.44375723163,7.681675570354913
2023-01-01 04:00:00,197.5,26622.231290260297,7.418611830341023
2023-01-01 05:00:00,847.8285624603566,28524.16187305905,29.72317175289652
2023-01-01 06:00:00,905.9140000000006,28438.273623775374,31.855449876627716
2023-01-01 07:00:00,906.8680000000006,28166.091491606065,32.19715452072083
2023-01-01 08:00:00,906.5500000000006,28107.665772229026,32.25276717555435
2023-01-01 09:00:00,1003.3600000000007,28529.23848067729,35.16953320291291
2023-01-01 10:00:00,1663.1180000000006,31408.15857110802,52.95178309274975
2023-01-01 11:00:00,1706.7320000000007,32531.440355774084,52.464077253716454
2023-01-01 12:00:00,1718.0020000000006,33089.47476945557,51.91989331864114
2023-01-01 13:00:00,1719.1220000000005,32486.230424358142,52.91848200125444
2023-01-01 14:00:00,1719.2280000000005,31647.570463198186,54.32417006541556
2023-01-01 15:00:00,1898.7719999999968,31756.49999999999,59.79160171933297
2023-01-01 16:00:00,2373.2719999999913,33602.000000000065,70.62889113743189
2023-01-01 17:00:00,2631.492265402942,34459.00000000003,76.36589179613279
2023-01-01 18:00:00,3032.515555305828,33214.50000000003,91.30095456218896
2023-01-01 19:00:00,3393.4356412560287,31591.000000000033,107.41779751372306
2023-01-01 20:00:00,3212.1157728363955,30070.00000000004,106.82127611694018
2023-01-01 21:00:00,2691.070388032773,28111.500000000044,95.72845234273407
2023-01-01 22:00:00,1909.7639999999967,26100.50000000001,73.16963276565568
2023-01-01 23:00:00,1914.2495904008154,24411.0,78.41749991400661
2023-01-02 00:00:00,2298.9863167827993,24040.500000000025,95.62972137779153
2023-01-02 01:00:00,1904.5479999999968,24055.369158227557,79.17350955924084
2023-01-02 02:00:00,1904.4419999999968,24086.70876774955,79.06609484770763
2023-01-02 03:00:00,1908.2219999999968,25768.02710899475,74.05386496717479
2023-01-02 04:00:00,1883.7839999999967,25899.268712882385,72.73502664818471
2023-01-02 05:00:00,1577.2999999999968,24017.861641243722,65.67195796029739
2023-01-02 06:00:00,1927.0999999999913,23600.000000000036,81.65677966101644
2023-01-02 07:00:00,2135.7799999999916,25283.500000000025,84.47327308323568
2023-01-02 08:00:00,1936.2539999999915,26959.500000000036,71.82084237467271
2023-01-02 09:00:00,4074.1064059379014,29827.50000000003,136.58893323067295
2023-01-02 10:00:00,5096.052621555585,32060.00000000001,158.95360641159024
2023-01-02 11:00:00,5392.085278857026,32933.500000000015,163.7264572200654
2023-01-02 12:00:00,5252.366078627169,33433.49999999997,157.09890016382295
2023-01-02 13:00:00,5267.398586607551,32968.00000000003,159.77307045036235
2023-01-02 14:00:00,4859.350732672111,32892.500000000044,147.73430820618998
2023-01-02 15:00:00,5916.963621940688,33642.99999999971,175.87502963293224
2023-01-02 16:00:00,7335.692478036214,37043.500000000015,198.0291408219043
2023-01-02 17:00:00,8936.131925110756,39389.000000000044,226.8687177920421
2023-01-02 18:00:00,8674.803026740687,38396.50000000003,225.9269211188697
2023-01-02 19:00:00,7876.934841540848,36399.50000000003,216.40228139234992
2023-01-02 20:00:00,6700.799811627406,34192.0,195.97566131338925
2023-01-02 21:00:00,5596.4386332152435,31739.499999999996,176.32409562895586
2023-01-02 22:00:00,4055.815579703291,28895.500000000036,140.36149503221213
2023-01-02 23:00:00,2809.0403689819473,26061.500000000025,107.7850610663985
2023-01-03 00:00:00,2237.0586075327233,25712.00000000003,87.00445735581522
2023-01-03 01:00:00,1797.681999999997,26120.74873418723,68.82199351533764
2023-01-03 02:00:00,1609.767999999997,26418.797545543504,60.932674820832005
2023-01-03 03:00:00,1458.059999999997,26914.729802995527,54.17330995601225
2023-01-03 04:00:00,1225.565999999997,27788.715562923644,44.10300998708901
2023-01-03 05:00:00,1370.5279999999968,30614.004343116267,44.76800828272464
2023-01-03 06:00:00,1359.6039999999969,32938.62844340738,41.27688565830735
2023-01-03 07:00:00,1374.167999999997,35130.99957329938,39.11553945776158
2023-01-03 08:00:00,1018.5873287079918,35652.00000000002,28.570271757769305
2023-01-03 09:00:00,1375.4465047672252,37678.500000000044,36.50481056218331
2023-01-03 10:00:00,2001.3999999999912,38820.50000000002,51.555234991821074
2023-01-03 11:00:00,2219.377999999991,39655.00000000012,55.967166813768365
2023-01-03 12:00:00,2315.1779999999912,40498.00000000003,57.16771198577682
2023-01-03 13:00:00,2230.943999999991,40341.50000000005,55.3014637532067
2023-01-03 14:00:00,2084.3959999999915,39386.00000000005,52.92225663941474
2023-01-03 15:00:00,2153.153999999992,39497.00000000006,54.51436817986147
2023-01-03 16:00:00,4242.885935838244,41055.00000000002,103.3463874275543
2023-01-03 17:00:00,4394.349518442502,41735.000000000044,105.29171003815736
2023-01-03 18:00:00,4136.079747493663,40228.00000000005,102.8159428133056
2023-01-03 19:00:00,2609.5211698245103,38039.00000000003,68.60120323416778
2023-01-03 20:00:00,1644.0275168362318,35320.50000000003,46.54598651877041
2023-01-03 21:00:00,977.8109196288855,32290.49999999999,30.281690268930053
2023-01-03 22:00:00,538.0726316661986,29987.500000000062,17.94323073501284
2023-01-03 23:00:00,274.63531512042584,29218.999999999993,9.399203091153904
