snapshot,wind_offshore,CCGT,nuclear,wind_onshore,EU_import,waste_to_energy,solar_pv,landfill_gas,OCGT,coal,large_hydro,advanced_biofuel,biogas,storage_discharge,small_hydro,sewage_gas,shoreline_wave,tidal_stream,oil,load_shedding
2023-01-01 00:00:00,0.0,0.011002490830644099,0.0,0.0,208.31199999999998,516.9709558882843,0.0,0.03209357484940895,0.0034437109773386857,0.0006106163601935732,0.0,0.0016595610873330641,0.006787938073618149,0.0,0.0,0.0013166495334823265,0.0,0.0,0.0036376760302498775,0.0
2023-01-01 01:00:00,0.0,0.007195838472906194,0.0,0.0,208.594,130.82414205424124,0.0,0.029469779383598578,0.0033001162678636627,0.0005009714113600744,0.0,0.0015998695961505429,0.006332819574589616,0.0,0.0,0.0011698435487938702,0.0,0.0,0.003534911242053406,0.0
2023-01-01 02:00:00,0.0,0.006763885020870348,0.0,0.0,208.206,2.2593768103122938,0.0,0.027304655373255955,0.003315059512787986,0.00047508668305108336,0.0,0.0017146152946271984,0.006086539405842804,0.0,0.0,0.0011055185925957596,0.0,0.0,0.0035166035169859238,0.0
2023-01-01 03:00:00,0.0,0.006438242211013973,0.0,0.0,208.1,2.3626700026480045,0.0,0.02674840093135422,0.003292385183471009,0.0004537473416534471,0.0,0.001818090171076677,0.006001124054762325,0.0,0.0,0.0010940590800734772,0.0,0.0,0.003480632276824719,0.0
2023-01-01 04:00:00,0.0,0.006209093644266788,0.0,0.0,197.5,3.6879086796445124,0.0,0.026298460112528007,0.0032568509371029807,0.00044274633272759384,0.0,0.0018225284359519815,0.0058975541710661284,0.0,0.0,0.0010774753926227822,0.0,0.0,0.003439750702620038,0.0
2023-01-01 05:00:00,0.0,0.006373886513709887,0.0,0.0,147.87,11.339644557415577,0.0,0.02639082297996829,0.003264184692518395,0.0004492418752593646,0.0,0.0017988072477716336,0.005905202069440281,0.0,0.0,0.001078021266753799,0.0,0.0,0.0034433008760587787,0.0
2023-01-01 06:00:00,0.0,0.00741251740054405,0.0,0.0,157.834,620.3908529826422,0.0,0.028692023562303846,0.0033550417313920004,0.0005015155753841329,0.0,0.0018765640731424652,0.006363109403409169,0.0,0.0,0.0011579632379507129,0.0,0.0,0.003579392198425163,0.0
2023-01-01 07:00:00,0.0,0.0066062985990497924,0.0,0.0,158.788,738.0554969907732,0.0,0.026702311813082746,0.003262141558254684,0.0004622411002070874,0.0,0.0017099170686658554,0.005929744544758455,0.0,0.0,0.0010816234118970064,0.0,0.0,0.0034413042190491513,0.0
2023-01-01 08:00:00,0.0,0.006671387499937331,0.0,0.0,158.47,742.9392652550106,0.0,0.02738146144398341,0.0032420316909414944,0.0004688928430433336,0.0,0.0016450516528970596,0.006008265739915481,0.0,0.0,0.001100903615018646,0.0,0.0,0.0034412745513281336,0.0
2023-01-01 09:00:00,0.0,0.0067203597335646304,0.0,0.0,255.27999999999997,744.5933905287744,0.0,0.025739755053537042,0.0032246127033489554,0.00047471269390669156,0.0,0.0015191139108527306,0.005603725542332628,0.0,0.0,0.0010274962858309532,0.0,0.0,0.0034211282219207603,0.0
2023-01-01 10:00:00,0.0,0.00673432597769667,0.0,0.0,904.818,745.3508418979255,0.0,0.02543408959495196,0.00323759646972788,0.0004739635701973817,0.0,0.0015029207384692634,0.005508533573658023,0.0,0.0,0.0010149192321026927,0.0,0.0,0.0034255874307755545,0.0
2023-01-01 11:00:00,0.0,0.00692413441692806,0.0,0.0,932.682,745.9960123375511,0.0,0.026546098452100337,0.0032554589931539616,0.000486735511728376,0.0,0.0014840500175706405,0.005671461267439365,0.0,0.0,0.0010518909855285132,0.0,0.0,0.0034666228501964384,0.0
2023-01-01 12:00:00,0.0,0.007871167616761281,0.0,0.0,932.682,746.2151741105632,0.0,0.030469186111379706,0.003282674100936684,0.0005356671779346502,0.0,0.00158237727774949,0.006354997770841129,0.0,0.0,0.001216978530710144,0.0,0.0,0.0035393771768550955,0.0
2023-01-01 13:00:00,0.0,0.00684538895901137,0.0,0.0,932.682,746.4689203077273,0.0,0.02787128899765416,0.0030478170955171085,0.0004799487850360843,0.0,0.0016602540964371288,0.006212270456262267,0.0,0.0,0.0012547370651942245,0.0,0.0,0.0034174355764689038,0.0
2023-01-01 14:00:00,0.0,0.008241570301540851,0.0,0.0,932.788,748.034840823359,0.0,49.799288032845226,0.0035845614518630903,0.0005828224232506617,0.0,0.004287974733975739,0.009892390333492707,0.0,0.0,0.003249569592806483,0.0,0.0,0.0039027173702567315,0.0
2023-01-01 15:00:00,0.0,0.4542342912921581,0.0,0.0,932.788,748.0713439791225,0.0,90.0529427449343,0.18430824629490247,468.1506953535907,0.0,42.8501853480933,40.60219305462901,0.0,0.0,6.023534810147804,0.0,0.0,0.010622859739821548,0.0
2023-01-01 16:00:00,0.0,1.89269233911984,0.0,0.0,938.788,748.0716552626211,0.0,90.05342779137503,0.7417579144325104,468.44867473215055,0.0,42.850290538032496,40.602680394746706,0.0,0.0,6.0235666278967805,0.0,0.0,0.011049514720991381,0.0
2023-01-01 17:00:00,0.0,662.6027772740173,0.0,0.0,872.3679999999999,748.072208364616,0.0,90.05423368103926,164.6545414864118,468.47300338132,0.0,42.85047975870663,40.60335942921073,0.0,0.0,6.023626289049225,0.0,0.0,0.011377835887856768,0.0
2023-01-01 18:00:00,0.0,1382.1173242479638,0.0,0.0,937.2399999999999,748.0713517054131,0.0,90.053931528244,233.63161509004578,468.4702731056009,0.0,42.85031612787832,40.603088819978375,0.0,0.0,6.023580508039955,0.0,0.0,0.011493353882880723,0.0
2023-01-01 19:00:00,0.0,1234.8896368804346,0.0,0.0,938.788,748.0719666570328,0.0,90.05399870716907,230.45428338180068,468.47284357292256,0.0,42.85041320057087,40.6031689377921,0.0,0.0,6.02360850920629,0.0,0.0,0.011190655945238513,0.0
2023-01-01 20:00:00,0.0,1124.6847447522284,0.0,0.0,937.9459999999999,748.0718395689838,0.0,90.05386094470542,217.60657357709934,468.47289542127663,0.0,42.85037603144858,40.60305979016103,0.0,0.0,6.023598871224797,0.0,0.0,0.011084121823451244,0.0
2023-01-01 21:00:00,0.0,650.6595313404858,0.0,0.0,932.788,748.0716434702144,0.0,90.05364486690014,154.2668501508608,468.4698865580811,0.0,42.850319131774214,40.60288858322653,0.0,0.0,6.023583455075218,0.0,0.0,0.010900628662913232,0.0
2023-01-01 22:00:00,0.0,114.02313293288707,0.0,0.0,943.78,748.0714690766978,0.0,90.05342921140691,38.51649740392237,468.46771763427085,0.0,42.85027486714123,40.60272081573083,0.0,0.0,6.0235685045753335,0.0,0.0,0.010749869535424832,0.0
2023-01-01 23:00:00,0.0,543.0575784705991,0.0,0.0,932.894,748.0713245594545,0.0,90.05319839394915,133.00134533266834,468.4566095257799,0.0,42.8502354591681,40.60252839093301,0.0,0.0,6.023553529685552,0.0,0.0,0.010609054369190836,0.0
2023-01-02 00:00:00,0.0,404.45641359449223,0.0,0.0,932.788,748.0709073803636,0.0,90.0532300114799,97.00339035269101,468.45961809883795,0.0,42.85019370499071,40.602511959345016,0.0,0.0,6.023539132350665,0.0,0.0,0.010806657684873761,0.0
2023-01-02 01:00:00,0.0,171.11457037113348,0.0,0.0,932.894,748.071233182195,0.0,90.05301245326446,52.37596447826574,468.46748377286775,0.0,42.85020300086395,40.60234076930609,0.0,0.0,6.023540559111455,0.0,0.0,0.010461695304224415,0.0
2023-01-02 02:00:00,0.0,113.41515609818663,0.0,0.0,932.788,748.0712010274239,0.0,90.05294064910969,36.69770115499995,468.44587443870256,0.0,42.85018592888703,40.60226333189577,0.0,0.0,6.023535524956443,0.0,0.0,0.010403346252147632,0.0
2023-01-02 03:00:00,0.0,0.03739321881718052,0.0,0.0,932.788,748.0694059587961,0.0,90.0508168036649,0.01607153137469435,0.002718848957200292,0.0,42.84925053898883,40.599136885159155,0.0,0.0,6.023373700248204,0.0,0.0,0.007563812547456448,0.0
2023-01-02 04:00:00,0.0,0.017919420561008228,0.0,0.0,919.48,748.0655195106743,0.0,90.04557338427313,0.0074150617345649615,0.0012029387506655989,0.0,42.84383699711761,40.58159120457383,0.0,0.0,6.0229065416484495,0.0,0.0,0.005583712593421031,0.0
2023-01-02 05:00:00,0.0,0.03779005367398244,0.0,0.0,624.8259999999999,748.0694485074144,0.0,90.05092467597643,0.016251477765444368,0.0027570668725518666,0.0,42.849285337827986,40.599299520176224,0.0,0.0,6.023378502077556,0.0,0.0,0.007632234828662113,0.0
2023-01-02 06:00:00,0.0,1.5388739239788367,0.0,0.0,514.6659999999999,748.0708803534891,0.0,90.05317496258185,0.5535783977877616,468.4647104725288,0.0,42.8501682661902,40.60241957679458,0.0,0.0,6.023533741188967,0.0,0.0,0.010764534578993014,0.0
2023-01-02 07:00:00,0.0,3.7529909752020347,0.0,0.0,738.466,748.0714306994191,0.0,90.05334120729435,1.4269183493586768,468.44764462290954,0.0,42.850263518705425,40.602629265484445,0.0,0.0,6.023559363644969,0.0,0.0,0.01077333620651424,0.0
2023-01-02 08:00:00,0.0,809.5165081322953,0.0,0.0,526.1999999999999,748.0716454355152,0.0,90.05361998492816,180.9666249705128,468.4725831824253,0.0,42.85031697914156,40.602865071237346,0.0,0.0,6.0235773621436275,0.0,0.0,0.010976094715258866,0.0
2023-01-02 09:00:00,0.0,2555.7024730831336,0.0,0.0,739.41,748.0717224219471,0.0,90.05357350186313,337.5247992398839,468.47496603487133,0.0,42.850319344222044,40.602833983304514,0.0,0.0,6.02357428838145,0.0,0.0,0.011119133289115792,0.0
2023-01-02 10:00:00,0.0,2916.647129450824,0.0,0.0,891.98,748.0717369161475,0.0,90.0535336339238,361.1591914863274,468.4749184236888,0.0,42.85031498817186,40.60279087061691,0.0,0.0,6.023570707612501,0.0,0.0,0.011150271600674992,0.0
2023-01-02 11:00:00,0.0,3457.961659306959,0.0,0.0,680.154,748.071869556289,0.0,90.05367272996963,388.11728113831543,468.47476926615434,0.0,42.850352582932445,40.60290601680991,0.0,0.0,6.023579787893584,0.0,0.0,0.011253470707678967,0.0
2023-01-02 12:00:00,0.0,3130.205653249681,0.0,0.0,892.9,748.0712863128825,0.0,90.05360565010325,363.8582467253203,468.47345906197495,0.0,42.85026501768503,40.60284837712423,0.0,0.0,6.023564775283964,0.0,0.0,0.011490257246986366,0.0
2023-01-02 13:00:00,0.0,3128.0452246298573,0.0,0.0,752.898,748.0718233999985,0.0,90.05362093672116,372.5839019027045,468.4748005224122,0.0,42.85033942946355,40.602864699427556,0.0,0.0,6.023575680886755,0.0,0.0,0.01122822701430616,0.0
2023-01-02 14:00:00,0.0,2881.1993363883735,0.0,0.0,757.5360000000001,748.0717722792687,0.0,90.05356807940954,359.3418607514383,468.474857348568,0.0,42.85032507610834,40.602820677271126,0.0,0.0,6.02357252050985,0.0,0.0,0.01118190813347033,0.0
2023-01-02 15:00:00,0.0,3735.8431358046637,0.0,0.0,807.044,748.0719512341212,0.0,90.05376155120605,402.04756119075984,468.4746245240595,0.0,42.85037534968108,40.60297652841127,0.0,0.0,6.023586372513944,0.0,0.0,0.011307927849018377,0.0
2023-01-02 16:00:00,0.0,5206.343928139261,0.0,0.0,810.684,748.0722877715283,0.0,90.05410032518692,462.07603649188604,468.47417535523186,0.0,42.85046882217558,40.603246705088814,0.0,0.0,6.023613178316495,0.0,0.0,0.011511681631825442,0.0
2023-01-02 17:00:00,0.0,6370.592428888074,0.0,0.0,1081.758,748.0730821680747,0.0,90.05503725965433,512.331761353815,468.474065834222,0.0,42.85070112414661,40.60399844314812,0.0,0.0,6.023679300616057,0.0,0.0,0.011851453372726934,0.0
2023-01-02 18:00:00,0.0,6061.570786073276,0.0,0.0,1132.98,748.0717709879794,0.0,90.05437032452485,473.98570383984276,468.4723672332171,0.0,42.850424308350824,40.603433989897056,0.0,0.0,6.023608386488009,0.0,0.0,0.011954218404039605,0.0
2023-01-02 19:00:00,0.0,5320.543606441804,0.0,0.0,1082.6,748.0727209552099,0.0,90.05470631368219,470.1312144446742,468.474416023042,0.0,42.8506083731494,40.60373677463073,0.0,0.0,6.02365618102181,0.0,0.0,0.01165722182429324,0.0
2023-01-02 20:00:00,0.0,4354.0157565973295,0.0,0.0,1029.578,748.0724096638213,0.0,90.05442144132006,430.5712279133787,468.4747236932461,0.0,42.850529374481546,40.60350990248938,0.0,0.0,6.023636401614098,0.0,0.0,0.011481500596984558,0.0
